Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review,TextBlob_Polarity,TextBlob_Subjectivity,NLTK_Negative,NLTK_Neutral,NLTK_Positive,NLTK_Compound,Sentiment_Class
Pakistan,Biscuit,63,"['Wheat', 'Sugar', 'Barley']",2,Poor,15,945,2020-03-05,2020-03-19,2020-06-03,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Pasta,23,"['Wheat', 'Barley']",2,Poor,120,2760,2020-03-03,2020-03-19,2020-06-01,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Toffee,28,['Sugar'],0,No Feedback,10,280,2025-05-24,2025-08-16,2025-08-22,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Maggi,87,['Wheat'],5,Excellent,25,2175,2021-03-21,2021-06-10,2021-06-19,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Pie,24,['Sugar'],2,Poor,55,1320,2020-05-25,2020-06-22,2020-08-23,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
India,Biscuit,91,"['Wheat', 'Sugar', 'Barley']",2,Poor,20,1820,2025-04-02,2025-05-03,2025-07-01,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Maggi,31,['Wheat'],5,Excellent,25,775,2021-04-23,2021-05-16,2021-07-22,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bhutan,Pasta,36,"['Wheat', 'Barley']",5,Excellent,105,3780,2020-10-23,2020-12-13,2021-01-21,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Pie,73,['Sugar'],4,Good,45,3285,2023-12-18,2024-02-28,2024-03-17,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Nachos,53,['Maize'],2,Poor,60,3180,2020-09-19,2020-10-07,2020-12-18,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Toffee,73,['Sugar'],0,No Feedback,10,730,2025-02-05,2025-04-17,2025-05-06,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Pasta,71,"['Wheat', 'Barley']",0,No Feedback,100,7100,2022-02-16,2022-05-09,2022-05-17,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Banana Chips,83,['Banana'],2,Poor,45,3735,2023-04-11,2023-06-26,2023-07-10,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Cookie,91,"['Barley', 'Sugar']",2,Poor,95,8645,2020-08-30,2020-10-06,2020-11-28,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Khari,41,['Cumin'],2,Poor,35,1435,2020-12-20,2021-03-05,2021-03-20,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Toffee,72,['Sugar'],4,Good,20,1440,2023-06-17,2023-08-04,2023-09-15,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Biscuit,15,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,15,225,2025-06-29,2025-08-27,2025-09-27,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Toffee,22,['Sugar'],4,Good,15,330,2020-05-27,2020-07-29,2020-08-25,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Banana Chips,94,['Banana'],5,Excellent,45,4230,2023-07-28,2023-10-05,2023-10-26,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Pakistan,Maggi,76,['Wheat'],1,Very Poor,15,1140,2024-02-03,2024-03-07,2024-05-03,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Cookie,76,"['Barley', 'Sugar']",1,Very Poor,100,7600,2023-12-30,2024-03-16,2024-03-29,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Maggi,77,['Wheat'],4,Good,25,1925,2021-11-04,2021-11-30,2022-02-02,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bangladesh,Khari,71,['Cumin'],2,Poor,20,1420,2023-12-12,2024-02-20,2024-03-11,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Khari,43,['Cumin'],0,No Feedback,35,1505,2022-05-31,2022-08-09,2022-08-29,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Banana Chips,63,['Banana'],4,Good,40,2520,2020-11-05,2020-12-03,2021-02-03,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Ketchup,10,['Tomato'],1,Very Poor,60,600,2024-07-16,2024-09-24,2024-10-14,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Nachos,12,['Maize'],2,Poor,45,540,2022-06-08,2022-07-18,2022-09-06,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Biscuit,13,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,24,312,2020-12-31,2021-03-17,2021-03-31,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Cookie,71,"['Barley', 'Sugar']",2,Poor,100,7100,2022-09-01,2022-09-27,2022-11-30,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Khari,98,['Cumin'],2,Poor,35,3430,2024-09-25,2024-12-02,2024-12-24,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Cookie,57,"['Barley', 'Sugar']",1,Very Poor,100,5700,2021-07-15,2021-09-16,2021-10-13,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Nachos,61,['Maize'],1,Very Poor,60,3660,2022-02-12,2022-03-12,2022-05-13,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pie,51,['Sugar'],2,Poor,35,1785,2020-03-18,2020-04-30,2020-06-16,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Biscuit,40,"['Wheat', 'Sugar', 'Barley']",2,Poor,20,800,2025-01-09,2025-04-01,2025-04-09,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Pasta,53,"['Wheat', 'Barley']",4,Good,100,5300,2020-08-10,2020-09-06,2020-11-08,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bangladesh,Banana Chips,54,['Banana'],5,Excellent,35,1890,2022-09-21,2022-11-24,2022-12-20,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Khari,57,['Cumin'],4,Good,20,1140,2021-12-27,2022-03-18,2022-03-27,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Pasta,14,"['Wheat', 'Barley']",4,Good,120,1680,2020-03-28,2020-06-05,2020-06-26,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Sri-Lanka,Ketchup,63,['Tomato'],1,Very Poor,50,3150,2021-04-02,2021-06-13,2021-07-01,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Nachos,60,['Maize'],3,Average,75,4500,2025-05-03,2025-06-29,2025-08-01,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Biscuit,38,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,950,2024-12-15,2025-01-05,2025-03-15,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Maggi,87,['Wheat'],0,No Feedback,25,2175,2024-05-17,2024-06-20,2024-08-15,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Nachos,40,['Maize'],2,Poor,65,2600,2024-08-29,2024-11-18,2024-11-27,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Maggi,36,['Wheat'],1,Very Poor,25,900,2020-08-27,2020-09-21,2020-11-25,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Banana Chips,30,['Banana'],0,No Feedback,40,1200,2020-12-12,2021-01-24,2021-03-12,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Biscuit,47,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,705,2024-07-23,2024-10-16,2024-10-21,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bhutan,Nachos,67,['Maize'],5,Excellent,75,5025,2024-05-31,2024-08-21,2024-08-29,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Banana Chips,39,['Banana'],4,Good,45,1755,2021-07-12,2021-07-27,2021-10-10,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Ketchup,28,['Tomato'],4,Good,55,1540,2024-01-08,2024-03-28,2024-04-07,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
India,Biscuit,68,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,20,1360,2022-08-20,2022-11-13,2022-11-18,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Nachos,26,['Maize'],3,Average,75,1950,2021-03-03,2021-05-14,2021-06-01,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Toffee,49,['Sugar'],4,Good,10,490,2022-08-31,2022-09-21,2022-11-29,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Nachos,67,['Maize'],1,Very Poor,60,4020,2023-03-10,2023-05-30,2023-06-08,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Toffee,19,['Sugar'],0,No Feedback,12,228,2022-01-06,2022-03-12,2022-04-06,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Pie,27,['Sugar'],5,Excellent,35,945,2024-09-25,2024-10-26,2024-12-24,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Maggi,34,['Wheat'],4,Good,15,510,2021-04-22,2021-06-02,2021-07-21,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Pie,97,['Sugar'],0,No Feedback,55,5335,2024-08-09,2024-09-14,2024-11-07,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Toffee,55,['Sugar'],5,Excellent,12,660,2020-05-04,2020-06-04,2020-08-02,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Sri-Lanka,Maggi,70,['Wheat'],2,Poor,30,2100,2025-02-17,2025-04-10,2025-05-18,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Cookie,22,"['Barley', 'Sugar']",4,Good,85,1870,2025-06-25,2025-07-28,2025-09-23,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Khari,75,['Cumin'],0,No Feedback,35,2625,2022-07-16,2022-09-28,2022-10-14,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Pasta,88,"['Wheat', 'Barley']",1,Very Poor,100,8800,2021-01-25,2021-03-02,2021-04-25,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Cookie,42,"['Barley', 'Sugar']",0,No Feedback,85,3570,2020-03-08,2020-05-16,2020-06-06,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Maggi,91,['Wheat'],1,Very Poor,35,3185,2023-06-26,2023-07-14,2023-09-24,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Pakistan,Khari,57,['Cumin'],3,Average,25,1425,2023-02-05,2023-04-08,2023-05-06,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Toffee,60,['Sugar'],5,Excellent,10,600,2023-07-29,2023-09-06,2023-10-27,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
India,Biscuit,48,"['Wheat', 'Sugar', 'Barley']",5,Excellent,20,960,2025-06-05,2025-06-23,2025-09-03,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Khari,94,['Cumin'],2,Poor,35,3290,2022-05-10,2022-07-08,2022-08-08,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Ketchup,29,['Tomato'],3,Average,55,1595,2023-03-30,2023-05-21,2023-06-28,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Pie,85,['Sugar'],0,No Feedback,35,2975,2023-09-28,2023-10-08,2023-12-27,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Pasta,83,"['Wheat', 'Barley']",2,Poor,105,8715,2021-02-10,2021-04-24,2021-05-11,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Pasta,69,"['Wheat', 'Barley']",1,Very Poor,75,5175,2021-02-16,2021-03-10,2021-05-17,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Nachos,87,['Maize'],0,No Feedback,60,5220,2023-04-12,2023-07-03,2023-07-11,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Toffee,83,['Sugar'],5,Excellent,12,996,2023-01-27,2023-04-08,2023-04-27,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Ketchup,43,['Tomato'],2,Poor,45,1935,2022-05-21,2022-06-07,2022-08-19,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
India,Banana Chips,26,['Banana'],3,Average,40,1040,2020-09-30,2020-11-25,2020-12-29,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Maggi,20,['Wheat'],2,Poor,25,500,2021-04-30,2021-06-15,2021-07-29,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
India,Toffee,94,['Sugar'],0,No Feedback,20,1880,2024-12-26,2025-01-21,2025-03-26,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Ketchup,72,['Tomato'],3,Average,60,4320,2025-03-31,2025-04-22,2025-06-29,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Ketchup,66,['Tomato'],2,Poor,60,3960,2023-05-15,2023-07-13,2023-08-13,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Cookie,84,"['Barley', 'Sugar']",2,Poor,105,8820,2025-01-14,2025-03-20,2025-04-14,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pasta,94,"['Wheat', 'Barley']",1,Very Poor,95,8930,2021-03-21,2021-04-17,2021-06-19,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Biscuit,79,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,15,1185,2022-11-22,2022-12-30,2023-02-20,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Toffee,18,['Sugar'],5,Excellent,10,180,2021-09-24,2021-12-04,2021-12-23,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Nepal,Pie,44,['Sugar'],3,Average,45,1980,2024-10-22,2024-11-13,2025-01-20,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Nepal,Biscuit,45,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,24,1080,2022-07-22,2022-08-06,2022-10-20,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Maggi,62,['Wheat'],2,Poor,25,1550,2025-03-25,2025-04-15,2025-06-23,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Ketchup,10,['Tomato'],3,Average,65,650,2020-09-16,2020-10-11,2020-12-15,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bhutan,Biscuit,56,"['Wheat', 'Sugar', 'Barley']",4,Good,25,1400,2023-06-10,2023-09-01,2023-09-08,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Banana Chips,65,['Banana'],0,No Feedback,45,2925,2020-05-07,2020-07-16,2020-08-05,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Biscuit,70,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,20,1400,2020-08-05,2020-10-08,2020-11-03,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Nachos,52,['Maize'],1,Very Poor,35,1820,2024-06-26,2024-07-20,2024-09-24,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Nepal,Khari,51,['Cumin'],4,Good,35,1785,2020-02-08,2020-04-08,2020-05-08,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Maggi,90,['Wheat'],0,No Feedback,25,2250,2023-02-23,2023-03-28,2023-05-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Nachos,53,['Maize'],2,Poor,35,1855,2023-05-11,2023-06-28,2023-08-09,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Biscuit,30,"['Wheat', 'Sugar', 'Barley']",3,Average,25,750,2020-05-10,2020-07-03,2020-08-08,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Banana Chips,16,['Banana'],2,Poor,25,400,2025-04-29,2025-06-18,2025-07-28,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Toffee,84,['Sugar'],1,Very Poor,15,1260,2021-04-12,2021-04-30,2021-07-11,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Biscuit,30,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,450,2020-04-18,2020-06-04,2020-07-17,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bangladesh,Ketchup,51,['Tomato'],1,Very Poor,45,2295,2020-07-07,2020-09-17,2020-10-05,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bangladesh,Maggi,44,['Wheat'],3,Average,35,1540,2024-06-25,2024-07-07,2024-09-23,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Maggi,55,['Wheat'],1,Very Poor,30,1650,2023-08-22,2023-10-25,2023-11-20,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bhutan,Khari,33,['Cumin'],4,Good,45,1485,2022-03-29,2022-04-21,2022-06-27,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Banana Chips,39,['Banana'],1,Very Poor,40,1560,2022-02-26,2022-03-12,2022-05-27,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Pasta,67,"['Wheat', 'Barley']",5,Excellent,75,5025,2022-04-18,2022-05-07,2022-07-17,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
India,Nachos,65,['Maize'],1,Very Poor,65,4225,2023-08-19,2023-10-24,2023-11-17,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Cookie,73,"['Barley', 'Sugar']",5,Excellent,100,7300,2023-05-27,2023-07-08,2023-08-25,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Khari,83,['Cumin'],1,Very Poor,45,3735,2025-01-17,2025-02-04,2025-04-17,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Toffee,58,['Sugar'],5,Excellent,20,1160,2020-09-10,2020-10-05,2020-12-09,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Ketchup,43,['Tomato'],2,Poor,45,1935,2023-04-26,2023-05-23,2023-07-25,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Maggi,26,['Wheat'],3,Average,30,780,2021-03-19,2021-06-11,2021-06-17,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Nepal,Ketchup,40,['Tomato'],0,No Feedback,55,2200,2020-03-17,2020-04-16,2020-06-15,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Pasta,28,"['Wheat', 'Barley']",2,Poor,120,3360,2025-04-09,2025-04-26,2025-07-08,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Maggi,40,['Wheat'],1,Very Poor,25,1000,2023-06-19,2023-09-05,2023-09-17,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Cookie,90,"['Barley', 'Sugar']",4,Good,85,7650,2021-12-17,2022-03-03,2022-03-17,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Maggi,14,['Wheat'],4,Good,30,420,2023-11-29,2024-01-09,2024-02-27,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Nachos,88,['Maize'],5,Excellent,55,4840,2020-03-09,2020-06-01,2020-06-07,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Pasta,37,"['Wheat', 'Barley']",3,Average,105,3885,2024-01-07,2024-01-17,2024-04-06,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Biscuit,23,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,22,506,2024-07-13,2024-09-13,2024-10-11,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Ketchup,50,['Tomato'],3,Average,45,2250,2023-12-08,2024-01-17,2024-03-07,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pasta,82,"['Wheat', 'Barley']",1,Very Poor,95,7790,2023-12-10,2023-12-28,2024-03-09,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bhutan,Biscuit,15,"['Wheat', 'Sugar', 'Barley']",2,Poor,25,375,2024-01-12,2024-03-17,2024-04-11,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Maggi,31,['Wheat'],1,Very Poor,35,1085,2022-12-23,2023-02-24,2023-03-23,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pasta,23,"['Wheat', 'Barley']",3,Average,100,2300,2021-10-10,2021-11-25,2022-01-08,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Banana Chips,38,['Banana'],1,Very Poor,25,950,2020-04-10,2020-05-05,2020-07-09,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Toffee,29,['Sugar'],5,Excellent,12,348,2020-11-10,2020-12-19,2021-02-08,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Toffee,86,['Sugar'],5,Excellent,15,1290,2023-04-11,2023-06-20,2023-07-10,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Nepal,Biscuit,11,"['Wheat', 'Sugar', 'Barley']",5,Excellent,24,264,2021-06-11,2021-08-23,2021-09-09,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Sri-Lanka,Cookie,73,"['Barley', 'Sugar']",2,Poor,85,6205,2022-04-27,2022-05-16,2022-07-26,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Banana Chips,54,['Banana'],3,Average,45,2430,2024-03-31,2024-05-20,2024-06-29,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Pakistan,Ketchup,78,['Tomato'],2,Poor,55,4290,2022-10-26,2023-01-19,2023-01-24,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Pakistan,Khari,81,['Cumin'],0,No Feedback,25,2025,2024-01-14,2024-03-20,2024-04-13,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Biscuit,13,"['Wheat', 'Sugar', 'Barley']",2,Poor,18,234,2023-01-23,2023-02-23,2023-04-23,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Pie,13,['Sugar'],3,Average,25,325,2021-09-01,2021-09-18,2021-11-30,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Pakistan,Ketchup,22,['Tomato'],0,No Feedback,55,1210,2025-07-22,2025-09-08,2025-10-20,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Maggi,38,['Wheat'],3,Average,15,570,2022-09-23,2022-12-13,2022-12-22,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Khari,19,['Cumin'],5,Excellent,45,855,2024-07-05,2024-09-23,2024-10-03,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Biscuit,32,"['Wheat', 'Sugar', 'Barley']",4,Good,15,480,2022-11-06,2022-11-25,2023-02-04,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
India,Banana Chips,92,['Banana'],5,Excellent,40,3680,2021-01-10,2021-01-26,2021-04-10,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Banana Chips,96,['Banana'],1,Very Poor,45,4320,2023-08-04,2023-09-28,2023-11-02,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Nepal,Maggi,52,['Wheat'],5,Excellent,25,1300,2023-02-16,2023-03-01,2023-05-17,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pasta,25,"['Wheat', 'Barley']",0,No Feedback,95,2375,2020-10-20,2021-01-05,2021-01-18,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Cookie,75,"['Barley', 'Sugar']",5,Excellent,100,7500,2020-03-30,2020-06-12,2020-06-28,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Cookie,31,"['Barley', 'Sugar']",4,Good,75,2325,2020-10-09,2020-12-28,2021-01-07,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bangladesh,Cookie,49,"['Barley', 'Sugar']",3,Average,80,3920,2024-09-01,2024-09-15,2024-11-30,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Cookie,39,"['Barley', 'Sugar']",0,No Feedback,80,3120,2023-01-16,2023-04-11,2023-04-16,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
